timestamp,page_name,email,settore,citta,oggetto,stato
2026-05-18 13:41:23,Centro Beauty Roma,info@beautyroma.it,estetica,Roma,Re: Ho cercato estetisti a Roma — 30% dei clienti non riesce a trovarvi,inviata
2026-05-18 13:41:23,Studio Medico Roma,info@studiomedicoroma.it,medico,Roma,Re: Studio Medico Roma su Google — 30% dei potenziali clienti non trovano lo studio,inviata
2026-05-18 13:41:23,Fisio Milano,info@fisiomilano.it,fisioterapista,Milano,Re: 30 clienti persi ogni mese a causa di un percorso di prenotazione online inefficiente,inviata
2026-05-18 13:41:23,Studio Legale Rosso,info@studiolegalerosso.it,avvocato,Milano,Re: Studio Legale Rosso a Milano: ecco cosa ho trovato,inviata
2026-05-18 13:41:23,Studio Dott. Arancio,info@studioarancio.it,commercialista,Milano,Re: Ho analizzato Studio Dott. Arancio a Milano — ecco cosa ho trovato,inviata
2026-05-18 13:41:23,Studio Legale Verde,info@studiolegaleverde.it,avvocato,Bologna,Re: Ho cercato avvocato a Bologna — ecco cosa ho trovato,inviata
2026-05-18 13:41:23,Studio Dott. Viola,info@studioviola.it,commercialista,Bologna,Re: Studio Dott. Viola Bologna — 20 clienti sfuggiti in 6 mesi,inviata
2026-05-18 13:41:23,Fisio Firenze,info@fisiofirenze.it,fisioterapista,Firenze,Re: 30% di clienti perduti sul tuo sito,inviata
2026-05-18 13:41:23,Estetica Firenze,info@esteticafirenze.it,estetica,Firenze,Re: Estetica Firenze su Google Maps,inviata
2026-05-18 13:41:23,Fisio Torino,info@fisiotorino.it,fisioterapista,Torino,Re: Fisioterapie Torino — 20 recensioni su Google,inviata
2026-05-18 13:41:23,Estetica Torino,info@esteticatorino.it,estetica,Torino,Re: 89 recensioni Google su Estetica Torino — nessuno può prenotare online,inviata
2026-05-18 13:41:23,FisioVis,info@fisiovis.it,fisioterapista,Milano,Re: 30% di pazienti abbandonano la prenotazione online,inviata
2026-05-18 13:41:23,Dott. Roberto Marras,info@robertomarras.it,fisioterapista,Milano,Re: Sito web di Roberto Marras,inviata
2026-05-18 13:41:23,Officina del Corpo,info@officinadelcorpo.it,fisioterapista,Milano,Re: Ho analizzato Officina del Corpo a Milano — ecco cosa ho trovato,inviata
2026-05-18 13:41:23,Dott. Stefano Diprè,info@stefanodipre.it,fisioterapista,Milano,Re: Ho cercato fisioterapisti a Milano — ecco cosa ho trovato,inviata
2026-05-18 13:41:23,Dr. Luca Bertelli,info@lucabertelli.it,fisioterapista,Milano,"Re: Fisioterapie Milano: 89 recensioni su Google, nessun modo per prenotare",inviata
2026-05-18 13:41:23,Fisioterapia Milano,info@fisioterapiamilano.it,fisioterapista,Milano,"Re: Fisioterapia Milano: 4,5/5 su Google, ma solo il 80% dei tuoi pazienti riesce a prenotare online.",inviata
